Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
"Egypt, Arab Rep.",World,All Products,Import,Imports (in US$ Mil),          78657.52,          82444.51,          66763.87,          70649.46,          73975.17,          71337.74,          66666.45,          69865.55,          62282.02,          53003.41,          44912.46,          52751.02,          27031.27,          20593.99,          19811.94,          12841.09,          10892.87,          12496.06,          12720.44,          13963.71,          15962.05,          16478.61,          13168.46,          13019.58,          11738.95,           9586.67,,,,,,
"Egypt, Arab Rep.",...,...,Development,"GNI per capita, Atlas method (current US$)",   2690.00,   2790.00,   3030.00,   3440.00,   3340.00,   3230.00,   3030.00,   2840.00,   2560.00,   2370.00,   2120.00,   1840.00,   1530.00,   1320.00,   1220.00,   1200.00,   1240.00,   1330.00,   1430.00,   1420.00,   1310.00,   1210.00,   1130.00,   1020.00,    920.00,    820.00,    760.00,    750.00,    750.00,    760.00,    780.00,    840.00
"Egypt, Arab Rep.",...,...,Trade Indicator,HH Market concentration index,      0.04,      0.03,      0.03,      0.03,      0.04,      0.04,      0.04,      0.04,      0.04,      0.03,      0.04,      0.04,      0.04,      0.05,      0.05,      0.05,      0.06,      0.08,      0.07,      0.07,      0.07,      0.07,      0.06,      0.07,      0.07,      0.08,,,,,,
"Egypt, Arab Rep.",...,...,Trade Indicator,Index of export market penetration,      6.57,      7.11,      7.25,      6.88,      6.77,      6.84,      6.70,      6.39,      6.32,      6.64,      6.41,      6.52,      6.42,      5.94,      5.74,      5.25,      4.93,      4.55,      4.26,      4.23,      3.76,      3.74,      3.62,      3.52,      3.39,      3.07,,,,,,
"Egypt, Arab Rep.",...,...,Development,Trade (% of GDP),     43.27,     48.28,     45.13,     30.25,     34.85,     36.92,     40.37,     40.71,     45.26,     47.94,     56.55,     71.68,     65.08,     61.52,     62.95,     57.82,     46.18,     40.99,     39.81,     39.02,     38.36,     41.93,     43.74,     46.95,     50.25,     50.63,     55.93,     59.31,     62.84,     52.92,     50.13,     52.60
"Egypt, Arab Rep.",...,...,Development,Trade Balance (% of GDP),     -8.27,    -10.45,    -13.49,     -9.56,     -8.48,     -8.43,     -6.34,     -7.92,     -4.12,     -5.24,     -6.64,     -5.59,     -4.58,     -1.62,     -2.27,     -1.36,     -2.59,     -4.35,     -4.85,     -6.62,     -8.26,     -9.50,     -6.05,     -5.45,     -5.15,     -5.49,     -4.25,     -2.52,     -7.91,    -12.21,    -14.55,    -17.86
"Egypt, Arab Rep.",...,...,Development,Trade in services (% of GDP),     15.26,     16.93,     15.85,      9.28,     10.95,     12.91,     12.02,     13.69,     14.07,     17.59,     18.74,     26.12,     26.29,     25.79,     28.07,     28.20,     21.85,     18.73,     16.63,     17.34,     17.58,     17.25,     20.59,     21.23,     22.38,     26.43,     28.47,     30.06,     27.14,     22.71,     18.83,     21.41
"Egypt, Arab Rep.",Bunkers,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,      5.02,      5.99,,      7.34,     10.04,      9.20,      9.81,     12.23,     13.27,     10.26,      7.09,,,,,,,,,,
"Egypt, Arab Rep.",China,All Products,Import,Partner share(%)-Top 5 Import Partner,     15.31,     14.15,     12.15,     12.73,     13.15,     11.30,     10.50,      9.43,      9.17,      9.25,      8.71,      8.40,      6.04,      5.81,      4.62,      5.15,      4.92,      4.48,,      4.59,,,,,,,,,,,,
"Egypt, Arab Rep.",France,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,      5.93,,,,,,,,,,,,
"Egypt, Arab Rep.",France,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,      4.93,      5.60,      6.12,      4.43,      5.84,      6.18,,,,,,
"Egypt, Arab Rep.",Free Zones,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,     16.34,     11.68,     11.15,      5.91,      6.25,      9.26,      7.04,,,,,,,,,,,,,
"Egypt, Arab Rep.",Free Zones,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,     15.23,     14.16,     12.70,     11.70,,      9.86,      6.83,,      4.56,      6.55,      4.15,      3.94,      4.86,      4.89,,,,,,
"Egypt, Arab Rep.",Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,      6.80,,      6.01,      6.04,,,,,,
"Egypt, Arab Rep.",Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,      5.52,      5.10,      6.79,      8.57,      7.77,      7.77,      7.87,      6.68,      6.31,      7.59,      8.02,      6.18,      6.58,,      5.18,      6.69,      6.57,      6.60,      7.54,      8.84,      8.66,      8.91,      8.67,      8.37,      8.90,      9.53,,,,,,
