Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Rwanda,World,Raw materials,Import,Import(US$ Mil),            187.75,            200.66,            173.10,            111.37,             91.45,            109.58,            113.03,             34.96,             67.24,             52.48,             42.75,             37.38,             26.39,             16.60,              7.12,              6.61,              2.97,              7.51,             12.39,,             10.68,              8.94,              8.40,              5.60,,,,,,,,
Rwanda,World,All Products,Import,Imports (in US$ Mil),           3195.16,           2828.10,           2700.35,           2546.67,           2370.14,           2193.98,           1982.70,           1517.64,           1528.88,           1249.43,           1112.02,           1070.04,            627.85,            567.13,            374.28,            310.14,            261.65,            252.82,            278.68,,            251.02,            293.06,            285.47,            234.10,,,,,,,,
Rwanda,...,...,Development,"GNI per capita, Atlas method (current US$)",    830.00,    780.00,    740.00,    740.00,    750.00,    740.00,    720.00,    710.00,    650.00,    600.00,    550.00,    490.00,    410.00,    360.00,    320.00,    270.00,    250.00,    260.00,    270.00,    280.00,    280.00,    260.00,    260.00,    220.00,    210.00,    150.00,    310.00,    340.00,    320.00,    350.00,    350.00,    350.00
Rwanda,...,...,Trade Indicator,HH Market concentration index,      0.38,      0.40,      0.28,      0.18,      0.08,      0.11,      0.13,      0.10,      0.14,      0.08,      0.07,      0.08,      0.08,      0.09,      0.06,      0.62,      0.35,      0.27,      0.09,,      0.09,      0.21,      0.24,      0.23,,,,,,,,
Rwanda,...,...,Trade Indicator,Index of export market penetration,      1.51,      1.44,      1.42,      1.40,      1.31,      1.29,      1.33,      1.30,      1.32,      1.33,      1.30,      1.28,      1.33,      1.23,      1.29,      1.27,      1.31,      1.28,      1.30,,      1.44,      1.35,      1.40,      1.36,,,,,,,,
Rwanda,...,...,Development,Trade (% of GDP),     57.95,     55.82,     53.68,     49.51,     45.09,     43.75,     42.51,     40.38,     39.57,     37.23,     36.80,     37.52,     35.97,     33.18,     34.24,     33.48,     29.32,     27.67,     29.30,     27.55,     27.38,     28.79,     33.47,     32.23,     30.97,     71.10,     25.68,     23.83,     25.37,     19.68,     23.43,     24.22
Rwanda,...,...,Development,Trade Balance (% of GDP),    -14.31,    -13.54,    -12.62,    -18.60,    -18.84,    -16.31,    -15.90,    -16.71,    -14.55,    -15.85,    -16.09,    -15.15,     -8.64,    -11.50,    -12.83,    -12.66,    -13.75,    -15.19,    -14.55,    -16.66,    -16.46,    -17.62,    -17.87,    -20.17,    -20.67,    -58.49,    -15.33,    -12.69,    -10.74,     -8.45,    -11.15,    -10.98
Rwanda,...,...,Development,Trade in services (% of GDP),     19.77,     20.45,     20.75,     20.99,     20.91,     15.37,     15.29,     13.58,     15.95,     15.76,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Austria,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,      8.94,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Bahrain,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,      5.60,,,,,,,,,,,,,,
